Name_GeneSymbol,Value_LogDiffExp,Significane_pvalue
KRT10-AS1,-0.053683595,0.507215013
S100A7,-0.053688238,0.407464407
RNF180,-0.053699179,0.354985338
SLMAP,-0.053721833,0.606219265
HSF2BP,-0.053762095,0.338407901
CCIN,-0.053778512,0.399971598
CNEP1R1,-0.053794988,0.559609083
CARNS1,-0.053824619,0.302519686
ZNF587,-0.053825202,0.619452163
EFR3A,-0.05383781,0.5181453
MAB21L2,-0.053841833,0.338016512
BCAN,-0.053855583,0.370388162
SOAT2,-0.053863345,0.27193247
DIO1,-0.053867048,0.295618419
RAB11FIP3,-0.053876595,0.277334031
TCHP,-0.053903798,0.207586152
NOS1,-0.053910714,0.402431636
GLS2,-0.053915988,0.303862597
SLC17A1,-0.053931,0.440202013
CLCA4,-0.053966119,0.259103112
TMPRSS12,-0.053978929,0.309750499
DEFB103A,-0.053988321,0.416594714
OR4A16,-0.054003738,0.224109377
ERO1B,-0.054025607,0.510025923
PRKD1,-0.054029726,0.356632416
AIF1,-0.054037381,0.624190195
TOX,-0.054038595,0.763338695
IGHV3-48,-0.054041024,0.812124242
NRSN1,-0.054041369,0.365995412
NEUROG1,-0.054046905,0.396057559
ERICH6B,-0.054098774,0.280961777
OR7A17,-0.054141024,0.375517059
OR11H6,-0.054188905,0.370133319
ZNF518A,-0.054203143,0.651543611
ZXDB,-0.054221595,0.567736611
ATP2C1,-0.054227702,0.443637264
LIX1,-0.054243226,0.348737896
KRTAP13-3,-0.05425931,0.302212774
OR8H3,-0.054270631,0.267787097
TTLL7,-0.05429519,0.443629955
OR1A1,-0.054324071,0.446539713
TRAF5,-0.05433594,0.740040668
FBXW5,-0.054342298,0.206369013
IL4,-0.054347929,0.245145517
STOX1,-0.054368952,0.362961888
KCNQ4,-0.054370298,0.402939486
RAPGEF5,-0.054391321,0.313649431
SLC7A2,-0.054409369,0.351322882
TBX21,-0.05446244,0.643243869
ANKRD23,-0.054466369,0.138269368
CRYBB1,-0.054467226,0.354376575
PDCD2,-0.05448581,0.37499347
EGR1,-0.054487202,0.431097253
C1orf35,-0.054524476,0.320274276
HOPX,-0.054592107,0.521355384
TBX15,-0.054594083,0.383128267
BSN,-0.054653988,0.279090182
TOMM5,-0.054668798,0.452605169
CYB5R3,-0.054676048,0.556090742
AKR1C4,-0.054679381,0.376053076
SLCO1C1,-0.054686179,0.319649974
ASTN2,-0.054719381,0.330889394
TMEM178A,-0.054720952,0.288583509
AMHR2,-0.05472469,0.28104728
DLEU1,-0.054726226,0.463640497
LOC644172,-0.05476281,0.737326372
SNX31,-0.054770595,0.321922096
RNF128,-0.05477619,0.298596892
GCNT1,-0.054792738,0.482989295
PNMA1,-0.054800012,0.312727673
MIR196A2,-0.054803167,0.412523871
ELK1,-0.054835274,0.253365252
CARTPT,-0.054854393,0.321005872
GPC6,-0.054858179,0.320003812
CFAP46,-0.054872964,0.368689177
LLCFC1,-0.054933036,0.573787222
TGM1,-0.054933167,0.195648013
OXR1,-0.054972,0.616613569
RNF148,-0.054976238,0.306842581
RAB7B,-0.055003333,0.232133079
ACTN3,-0.055015393,0.343817331
PIGR,-0.055022345,0.412951004
RHOB,-0.055025524,0.509314416
HRAS,-0.055065536,0.235209825
TBPL2,-0.055086667,0.316948903
CDC42EP4,-0.055091786,0.320171761
THSD7B,-0.055120845,0.356227766
PSG10P,-0.055124452,0.261700023
LINC02872,-0.055135286,0.422036727
ZNF780A,-0.055145381,0.632792669
MLF1,-0.055146762,0.324036364
MC4R,-0.055151833,0.387806663
CDYL,-0.055204548,0.226421896
LINC00461,-0.055230381,0.174068261
TVP23C,-0.0552445,0.383090089
PPIC,-0.055277774,0.27911948
SRPX2,-0.055305857,0.390441023
DKK1,-0.055310845,0.315714635
SOX14,-0.05532519,0.33034646
KIAA1549,-0.055330595,0.282001959
KPNA7,-0.05533369,0.257752371
KLHDC7A,-0.055390643,0.399161417
SSX2B,-0.055396143,0.255683191
ZNRF3-AS1,-0.055410476,0.381818864
HTR3E,-0.055421286,0.404781334
NLRP4,-0.055490321,0.404961001
SSX3,-0.05550631,0.248011128
ZNF358,-0.055508167,0.263255528
AGR3,-0.055538988,0.14128987
PRSS33,-0.055546107,0.354438524
TBC1D12,-0.05555019,0.508293854
USP48,-0.055551607,0.483505853
INSYN2A,-0.055568524,0.36558879
PTPRU,-0.055571405,0.319254648
NUDT11,-0.055581881,0.295026327
PTPN22,-0.055625119,0.660850068
CRABP2,-0.055638202,0.379371349
MSGN1,-0.05565475,0.33502182
EMP1,-0.055664929,0.56684133
SNORA74A,-0.055675536,0.36858681
CYP3A43,-0.055692452,0.151594712
IL5RA,-0.055697917,0.800317799
CCDC27,-0.055698429,0.396866392
TRAF3IP1,-0.055699607,0.256210967
MIR133B,-0.055706524,0.463388044
TRIAP1,-0.055712536,0.199559585
MFSD9,-0.05572056,0.683205704
BCDIN3D,-0.05572094,0.260650352
MCEE,-0.055761429,0.387130925
CASD1,-0.055777107,0.721884831
MIR455,-0.055823083,0.426136962
DLX6,-0.055840774,0.353636709
TSPAN8,-0.055855119,0.266135569
PPP1R16A,-0.055857071,0.257748843
CRAT,-0.055861845,0.742051565
FUT6,-0.055865583,0.325079383
PRECSIT,-0.055892821,0.484653493
MEIS2,-0.055918,0.324835094
PKIG,-0.055919595,0.426278646
PROSER2,-0.055921167,0.355084967
PAWR,-0.055942024,0.503799174
OR6C1,-0.055978786,0.297245302
FAR2,-0.055979488,0.714108101
BRWD1-AS2,-0.055982345,0.357585255
SLC12A8,-0.055993905,0.303701139
SAYSD1,-0.056010964,0.154335006
TNS2,-0.056027083,0.375054174
CYB5D2,-0.056033143,0.312737984
GPR152,-0.05603981,0.437990415
GNL1,-0.056056905,0.198431505
PSMD14,-0.056070333,0.677548648
NANOS3,-0.05607044,0.354424115
APOL4,-0.056074512,0.441345703
PLCB4,-0.05611544,0.174393983
GSK3A,-0.05611619,0.434417691
WNT5B,-0.056116583,0.29790152
ACOT1,-0.056123821,0.400896746
MICAL3,-0.056129381,0.522057541
OR4F17,-0.056168417,0.320616286
NDUFS6,-0.056177571,0.166249035
LURAP1L,-0.05620269,0.329519111
PRRG2,-0.056223571,0.349851702
OR1A2,-0.056229405,0.489042346
MYL7,-0.05623406,0.41378469
CTAGE7P,-0.056252869,0.202232625
SNORD115-7,-0.056254012,0.173350641
ANGPTL2,-0.056298107,0.343023683
SALL1,-0.05630125,0.210970783
CEP290,-0.056335571,0.413591149
FABP7,-0.05635431,0.333485492
LOC641367,-0.056356667,0.291405149
ANKRA2,-0.056419583,0.55630813
ANKS6,-0.056422202,0.345453821
TPTE,-0.056423679,0.274655705
OR5V1,-0.056429488,0.196204878
OSBPL8,-0.056433452,0.564167421
CBR3,-0.056452298,0.254588177
MARCHF4,-0.056471048,0.263204401
IFITM5,-0.056498214,0.425705123
CYP2C8,-0.056527524,0.356144224
LRRIQ1,-0.056536714,0.357561845
PRR19,-0.056547083,0.384182262
DVL1,-0.056581548,0.240590494
ADNP,-0.056607202,0.426208467
STXBP1,-0.056618595,0.787796566
LONP2,-0.0566235,0.53714787
GDF3,-0.056627571,0.337963539
PTPN20,-0.05663756,0.201628503
BRSK2,-0.056681893,0.27139442
XRCC5,-0.056701024,0.322275846
LINC02899,-0.056717833,0.51617381
TRAPPC6B,-0.056720917,0.550148393
METTL21A,-0.056755333,0.405419572
GABRA2,-0.056764964,0.230770934
MIR183,-0.056769893,0.408654186
PSORS1C2,-0.056780905,0.418728248
KCNC3,-0.056796607,0.231403629
OTUD6B,-0.056797738,0.678770816
ASIC2,-0.056798952,0.27921064
HSPA2,-0.056812262,0.243875319
TIGD3,-0.056869381,0.576829681
C1orf52,-0.056882548,0.350642448
SPAG11A,-0.056883786,0.206344127
OSGIN1,-0.056892595,0.376238035
FBXL17,-0.056901202,0.142653144
ZNF681,-0.056904452,0.67003924
LINC00487,-0.056927179,0.598139532
MIR129-1,-0.056995929,0.414328548
OR8H2,-0.056998976,0.278646752
FBXL16,-0.05701625,0.259644498
LOC100287934,-0.057049357,0.639574784
PCDH20,-0.057053821,0.377114597
LIMD2,-0.057055595,0.191369959
ADGRG2,-0.05712906,0.289092725
GH2,-0.057152714,0.419451408
EPB41L1,-0.057157762,0.272464129
PRR36,-0.05716744,0.338248603
OR5G5P,-0.057183321,0.261185585
ECRG4,-0.057187881,0.316110018
OR2V1,-0.0572295,0.314950797
ARL5C,-0.057255643,0.345893683
FGL2,-0.057269286,0.512153406
SNORA6,-0.057273405,0.565326904
PKDCC,-0.057278833,0.371922211
KRTAP4-3,-0.05733581,0.404166263
OR9G9,-0.05734169,0.381849618
RPL30,-0.057353095,0.663699361
MIR152,-0.05735519,0.391992191
INHA,-0.057357607,0.331625781
GGTLC1,-0.057363833,0.249626903
ZNF700,-0.057366607,0.534011602
DHX36,-0.057378881,0.628755179
LCE1B,-0.057387464,0.363664444
DHDH,-0.057398107,0.272850606
PAX6,-0.05740681,0.301075714
NDUFS8,-0.057412583,0.191937423
RNA45S5,-0.057420952,0.061741519
DNMT3L,-0.057429238,0.371019042
HNF1A-AS1,-0.057463429,0.518295981
RPS26P11,-0.057477845,0.748059204
SPRR2E,-0.057538488,0.505599127
KIAA1958,-0.05755425,0.673934402
SNORD115-8,-0.057556917,0.152670529
ANKFN1,-0.057582536,0.183369944
OGN,-0.057624298,0.253969661
SETD6,-0.057629238,0.13176161
OR5T2,-0.057642952,0.374058445
C1orf87,-0.057695619,0.246236806
PALM2AKAP2,-0.05770194,0.309472961
PDYN,-0.057707512,0.338226987
PAQR4,-0.057740369,0.224476294
PPP1R1C,-0.057743488,0.287519952
CAPS,-0.057751238,0.244944368
LOC101929829,-0.057757595,0.48305694
SYTL4,-0.057762012,0.366940406
C2CD6,-0.057780274,0.153626163
HES2,-0.057780464,0.428454091
SERPINA11,-0.057782274,0.278443462
RPL23P8,-0.057789798,0.53244257
AXDND1,-0.057819845,0.275822817
TNP2,-0.057823833,0.343144868
ABI3BP,-0.057842464,0.276388205
RBFA,-0.057860381,0.210530027
LYSET,-0.0578635,0.130180225
TTC6,-0.057891024,0.187438768
SULT1E1,-0.05793281,0.160773459
OR10J1,-0.057957369,0.302983007
BDNF,-0.05803175,0.251575171
SELE,-0.058065298,0.269388879
OR8B4,-0.058079786,0.378147186
ZNF227,-0.058084381,0.357323045
MMP14,-0.058102238,0.331855795
DCHS2,-0.058109,0.272475653
HMHB1,-0.058109345,0.221871348
ELL3,-0.058147286,0.186382974
MRAP2,-0.058172726,0.341218572
CGB2,-0.05817994,0.393444476
UGT1A3,-0.058194167,0.202094631
DNAJC5B,-0.058217131,0.218277797
ANXA2P3,-0.058223762,0.24549003
PLPPR1,-0.058225429,0.274491425
LOX,-0.058229238,0.361993847
C15orf40,-0.058247595,0.493688285
LINC00312,-0.058271405,0.316452165
ELF3,-0.058316012,0.329309883
CSNK1A1P1,-0.058340429,0.304846522
TBC1D27P,-0.058345833,0.35988899
CNGB1,-0.058372381,0.306021866
APCDD1L,-0.058373512,0.351590122
PLG,-0.058409381,0.511466702
MAP3K9,-0.058475036,0.229709853
TMEM154,-0.05847631,0.542799983
MS4A8,-0.058492631,0.33675194
OR10G7,-0.058498917,0.387689471
TSPOAP1,-0.05850475,0.273444473
HOXD10,-0.05851644,0.359683918
SNAI3,-0.058526631,0.306672194
OR7E19P,-0.058533143,0.457218952
ILDR2,-0.058553393,0.350144891
AGTR2,-0.058585476,0.290859565
PBX1,-0.05858906,0.724430041
CHRM3,-0.058611071,0.292072153
FUT9,-0.058640464,0.272751864
AKR7A3,-0.058649,0.33480218
PCDHB16,-0.058649964,0.382823044
ANP32CP,-0.058659702,0.317462526
LOC100506242,-0.05868256,0.427064712
ENTHD1,-0.058701798,0.260728598
CCL8,-0.058709143,0.606474018
KRTCAP3,-0.0587135,0.339346145
MIR382,-0.058730821,0.310917477
OR7C2,-0.058732845,0.326942266
PABPC3,-0.058742548,0.241454472
OSMR,-0.058753869,0.372657956
RIPK4,-0.058761429,0.344237984
SNORD115-31,-0.058792714,0.285736091
TRIM43B,-0.058797071,0.24498222
LOC339059,-0.058799536,0.340944231
BTG3,-0.058807583,0.37733809
OR6B3,-0.058810048,0.352567283
SSPN,-0.058849583,0.343906674
PRC1,-0.058850298,0.410317339
KCNQ5,-0.058856333,0.569740766
KRTAP6-3,-0.058868655,0.348342819
TMPRSS11E,-0.05888031,0.282918411
LOC100034248,-0.058885179,0.566934837
B3GALNT1,-0.058896464,0.251526297
GGT5,-0.058904274,0.418145485
OR10J3,-0.058936214,0.336716964
SHB,-0.05894069,0.345518539
LOC100128840,-0.05894344,0.309023807
MOGAT3,-0.058978488,0.327943768
SNORA80A,-0.058980417,0.309161438
OR2A12,-0.058984845,0.282144576
FXR1,-0.059004214,0.562183782
GAREM2,-0.05900906,0.317507535
LRRC75A,-0.059017036,0.513457773
TMEM44,-0.059026345,0.168612653
FSCN3,-0.059027524,0.328260029
WFDC6,-0.059037369,0.312061859
LDHAL6A,-0.059043726,0.355839136
RGS2,-0.059049167,0.638331785
TNFRSF13B,-0.05905856,0.252935399
ZNF547,-0.059068202,0.354274772
NMU,-0.059074774,0.241010893
ROPN1B,-0.059090798,0.30482004
KRT82,-0.05914275,0.333401187
LGR4,-0.059185107,0.339001848
ZNF580,-0.059194345,0.259993054
TACR3,-0.059247298,0.314379579
ITIH1,-0.059261607,0.264405039
NTRK1,-0.059295464,0.299586962
RNF112,-0.05930925,0.356606814
UBQLN1,-0.059320357,0.314786948
GOLGA2P11,-0.059325619,0.533430118
OR5D16,-0.059326333,0.369396072
NTM,-0.05933444,0.30034117
NLGN4X,-0.059337012,0.292683618
SELENOS,-0.059353417,0.390014042
CCDC167,-0.05938975,0.561764922
FASTKD1,-0.059396357,0.630546877
PIK3C2A,-0.059414893,0.437690412
FAM174B,-0.059457369,0.273099277
EPB41L4A-AS1,-0.059475762,0.512825285
ST8SIA3,-0.059498345,0.194519754
ING2,-0.059517321,0.406152037
PYURF,-0.059540262,0.64017359
ZNF354A,-0.059586298,0.719868152
KRTAP4-5,-0.059594214,0.383736711
GNB3,-0.05963525,0.328738573
TECTB,-0.059661357,0.31795004
ALDH1L1,-0.059682036,0.30704753
CRAMP1,-0.059691214,0.15129247
DNAI3,-0.059712083,0.46832295
LOC100129476,-0.059718226,0.400080426
DNASE1L3,-0.059721595,0.431578345
GFRA3,-0.05978919,0.34065986
IRS1,-0.059790845,0.340735819
HRG,-0.05979331,0.302911812
NMUR2,-0.059795536,0.355467665
DPH3P1,-0.059844714,0.3122988
GJA10,-0.059854631,0.413059328
E2F3,-0.059864476,0.628602212
FLJ41170,-0.059887321,0.423373086
TNFRSF8,-0.059898536,0.295965486
PCDH1,-0.05989869,0.341302271
PPP2R2A,-0.059903869,0.300970145
DUOXA1,-0.05990469,0.264002687
SPAG6,-0.059917988,0.622490235
MIEF2,-0.059927,0.161185855
ADAM30,-0.059929571,0.354057197
KLF10,-0.059976345,0.579599965
MAS1,-0.059981036,0.251533085
LRRIQ4,-0.05998756,0.341532631
SLC25A27,-0.060023131,0.409781626
ZFYVE21,-0.06003044,0.175358986
OR51E1,-0.060057452,0.286893554
RNF208,-0.060062905,0.329227258
NDUFB3,-0.06011694,0.661896736
DDX59,-0.06011931,0.313872384
LRRD1,-0.060131357,0.225949379
SNORD83B,-0.060191738,0.301387674
ATRNL1,-0.0602065,0.208304699
TFCP2L1,-0.06022269,0.431115253
FZD2,-0.060229262,0.373414641
DDR1,-0.06023775,0.148556017
CALB2,-0.060246345,0.217076316
FAM20C,-0.060251738,0.360500363
LOC102724652,-0.060252643,0.318042489
C16orf82,-0.060265155,0.310536121
CFI,-0.060281738,0.153801775
CDH20,-0.060301976,0.381315779
LAMA2,-0.060316298,0.187419475
ARPC5L,-0.060349726,0.360111198
DLD,-0.060360131,0.44160764
TM4SF18,-0.06036325,0.264264255
PPDPFL,-0.060376512,0.264553384
RDH10,-0.060416798,0.408929686
SLC35G2,-0.060420512,0.258743514
OR1E2,-0.06043431,0.255053841
DEFB110,-0.06045694,0.291592666
C1orf94,-0.06047081,0.323433652
MIR495,-0.060471238,0.190567795
COPS5,-0.060473774,0.338658081
LOC100129924,-0.060482905,0.341939246
TRPV4,-0.060492905,0.28012128
GJA8,-0.060517345,0.38871939
RCAN1,-0.060530333,0.270283531
DCLK3,-0.06053581,0.270449576
PRSS55,-0.060558024,0.191398106
ARID4B,-0.060563952,0.520139986
EME2,-0.060577393,0.254876492
GLI3,-0.06057981,0.331669308
ZMYND19,-0.060586619,0.134000774
BMP15,-0.060611143,0.322058122
FKBPL,-0.060624238,0.320069417
CHRNA3,-0.060625048,0.399016867
CALML3,-0.06065744,0.353582043
ERVW-1,-0.060660452,0.235455987
TFAP2D,-0.060674905,0.331412253
GRM8,-0.060705798,0.188414263
CEP192,-0.060745238,0.331176739
AKR1C1,-0.06075881,0.267742988
CCDC30,-0.060758929,0.450468544
PTH2R,-0.06078225,0.493641882
ALPI,-0.06078594,0.288902457
LPEQ6126,-0.060799548,0.261144286
SCN4B,-0.060818726,0.248127512
CHEK1,-0.060862393,0.468735691
QRFPR,-0.060879488,0.297722638
MTREX,-0.060889702,0.677095166
C8orf34,-0.06089106,0.210391078
CYP4A22,-0.060908179,0.318257004
FAM187B,-0.06091969,0.358193585
ANKRD20A19P,-0.060931738,0.340067289
JAM2,-0.060944119,0.271513079
SPINT4,-0.060952524,0.199181422
CACFD1,-0.060965226,0.202580977
SLCO4A1,-0.060966262,0.247559613
NPM1,-0.060982845,0.416608445
NDN,-0.060991048,0.222749238
TGS1,-0.060997667,0.488350164
MINDY2,-0.061033429,0.562178337
CDC123,-0.06105931,0.411992248
TDRD1,-0.061070226,0.132996414
PIF1,-0.061099643,0.264870227
PROC,-0.061106464,0.425871898
SCN7A,-0.061116333,0.197784767
CREM,-0.061119917,0.223573383
NPDC1,-0.061135833,0.337861546
ME2,-0.061152143,0.448452905
SUCLA2,-0.061171226,0.686258712
STK32A,-0.061181595,0.285971434
TFAP2C,-0.06118169,0.239427057
TRIM9,-0.061198929,0.426978255
KRTAP12-3,-0.061206464,0.351061624
FEN1,-0.061227988,0.0815852
DAZ4,-0.061234536,0.236304165
CELSR2,-0.061238786,0.207350967
GPR34,-0.061254,0.774019848
BIK,-0.061277143,0.215009904
PDIA3P1,-0.061280143,0.65779684
PRO2949,-0.06130825,0.275913567
LOC400870,-0.061388655,0.338083388
PELI2,-0.061393774,0.547553253
OR5P1P,-0.061418321,0.275413349
SCFD1,-0.061435012,0.605868751
NUTM2B,-0.061446631,0.172342097
MYOM1,-0.06146419,0.37361127
TNFSF11,-0.061465214,0.256081218
TEX44,-0.061466012,0.268819582
A4GNT,-0.061475643,0.212574454
KRTAP10-4,-0.061482167,0.531262497
GOLGA2P3Y,-0.061500655,0.233582441
ACTRT3,-0.061501762,0.362187527
SMIM19,-0.06151719,0.642491859
IFNB1,-0.061518524,0.3900083
FLNC,-0.061525167,0.243677308
CHMP4C,-0.061565738,0.247480116
PMEPA1,-0.061582214,0.245389768
MPP4,-0.061586167,0.300963861
BEST3,-0.061604262,0.052022694
LMO3,-0.061609095,0.318703238
FSTL4,-0.061631452,0.452602365
BICDL2,-0.061633417,0.3740978
GPR158,-0.061640726,0.343011444
EMX2,-0.061642667,0.190982529
SNRPG,-0.061674071,0.690018844
CACNA1F,-0.061679226,0.263417636
RBM8A,-0.061693286,0.321041852
ADGRG1,-0.061715869,0.812437047
PSMA3,-0.0617705,0.656452917
CTH,-0.061770512,0.348401743
AJAP1,-0.061790488,0.31188153
SEPHS1,-0.061798571,0.469354289
CBFA2T3,-0.061799036,0.295273693
SPIRE2,-0.061834714,0.304324972
ZNF225,-0.061837786,0.417676743
MC5R,-0.061855512,0.253197735
PPWD1,-0.061907131,0.617847009
PHOX2A,-0.061937345,0.259900184
MAP3K19,-0.06194356,0.139290358
TRPV3,-0.06197444,0.18114095
LCE1F,-0.061990988,0.348234039
GUSBP5,-0.062000262,0.232771035
PPID,-0.062013298,0.510230741
FGA,-0.062034238,0.216111393
PBX4,-0.062044095,0.274630892
MRPS12,-0.062099143,0.394219184
FBXW9,-0.06211231,0.235034564
ENTPD2,-0.062131226,0.315785359
NSG2,-0.06213806,0.27196905
BTLA,-0.06214844,0.744881056
PDZD8,-0.062157024,0.603667352
SCN10A,-0.062171286,0.248970859
SMOC2,-0.062187179,0.177645964
PRSS41,-0.0621935,0.264784459
RORB,-0.062200333,0.169207954
NT5C1B-RDH14,-0.062206,0.214113683
UPP2,-0.062208036,0.27220368
STX4,-0.06223081,0.252174313
NUDT10,-0.062296643,0.290075886
TAS1R2,-0.06232325,0.266456877
SLC24A2,-0.062326238,0.235221751
LOC286359,-0.062330048,0.315471289
MAP1B,-0.06233081,0.393900536
AKR1C8,-0.062353845,0.173231242
ZC2HC1B,-0.062362333,0.318506668
ANKRD7,-0.062404607,0.131951655
FAM83A-AS1,-0.062440381,0.245596404
MRO,-0.062468357,0.195332085
FIBIN,-0.062468417,0.326328054
SERPINB13,-0.062483583,0.293458973
CRELD2,-0.062498083,0.176297754
EBLN1,-0.062526429,0.349712641
MOXD1,-0.062531417,0.335636316
TMCO5A,-0.062537083,0.121025769
ANKS4B,-0.062557524,0.380215966
ERBIN,-0.062594643,0.352118443
ARFGEF3,-0.062607607,0.241093959
HTR1D,-0.062609595,0.438878366
UGT2B17,-0.062650238,0.305945414
MAN2A2,-0.06265081,0.527700904
CRMA,-0.062651238,0.312261793
ACSM5,-0.06265256,0.276746745
SMAD5-AS1,-0.062654417,0.22209404
RPL36AL,-0.062657952,0.693610546
HSPG2,-0.062675631,0.197692546
ISL1,-0.062686952,0.279695149
AIRIM,-0.062692524,0.246385327
OR10R2,-0.062784262,0.171226508
SNORA75,-0.062785917,0.692443466
LHX9,-0.062814893,0.22459554
FRMD5,-0.062896726,0.166045445
LRTM1,-0.062963643,0.373149844
FER1L6-AS1,-0.062972238,0.235671737
RAVER2,-0.062976548,0.453807171
MAPK15,-0.06298444,0.375813215
ZNF28,-0.062988726,0.63756401
HMGN2P46,-0.062990238,0.161140688
HYAL4,-0.06299094,0.201349193
GARS1,-0.062999024,0.521951604
BRAP,-0.063024369,0.240560627
SPPL2C,-0.063067607,0.366966716
FAM107B,-0.063087298,0.312099025
SCGB1D1,-0.063090536,0.248981393
BAG2,-0.063090905,0.373532142
IL17C,-0.063110536,0.334789629
WAC,-0.063117381,0.074950672
NKD1,-0.063121119,0.250566087
A3GALT2,-0.063173071,0.482001164
POU5F1P4,-0.063187345,0.226339579
ZSWIM9,-0.063193238,0.28165788
SIM1,-0.063203583,0.278408687
THUMPD3-AS1,-0.063213571,0.51541131
SLC26A7,-0.063220012,0.220714242
EFCAB10,-0.063244893,0.236440252
MYH1,-0.063250107,0.273264899
TMEM132C,-0.063258321,0.349051061
CFAP300,-0.063261702,0.191590609
NRP2,-0.063261893,0.172125348
LIPI,-0.063271381,0.145291736
SAMD7,-0.063276869,0.24037129
SDF2L1,-0.06327719,0.195677098
TRIM47,-0.063340679,0.232981626
LGALS17A,-0.06334206,0.292209604
MDFIC,-0.063347107,0.286507042
RP2,-0.063363476,0.523796096
ECM1,-0.063377798,0.265388198
SPANXB1,-0.063429179,0.138414557
MIR153-2,-0.063432488,0.328273356
NTS,-0.063453048,0.30556365
MC1R,-0.063461917,0.328742904
MIR99AHG,-0.063462143,0.202811085
NPVF,-0.063465536,0.196126567
MKLN1,-0.0634765,0.342480564
CD70,-0.063479321,0.309098459
OR52A5,-0.063479845,0.265013251
ZMYND10,-0.063486512,0.268162707
GSTA2,-0.063500821,0.240848789
BOLA2-SMG1P6,-0.063523452,0.334595226
MDH1B,-0.063528095,0.185285445
EPHB3,-0.063528774,0.22558406
CXCL3,-0.063544988,0.212567179
IFT74,-0.06364275,0.718266106
PYDC1,-0.063672048,0.271363763
TCTE1,-0.063680869,0.200653702
SMOC1,-0.063696143,0.2918783
GPR88,-0.063698881,0.235305967
ITGB6,-0.063735655,0.248037568
HOXB-AS3,-0.06373969,0.276348051
ANGPT4,-0.06374325,0.325241754
C11orf42,-0.063877381,0.320738057
OR4K14,-0.0638995,0.28021388
ANKRD30BL,-0.063901488,0.153011448
SMC5,-0.063912083,0.576468232
FAM209B,-0.063917202,0.556689645
ADH1B,-0.063938524,0.228434357
CIDEC,-0.063980036,0.290531456
PDE7B,-0.063981988,0.431169828
SLC25A5-AS1,-0.064002619,0.24424476
LRRC9,-0.064003369,0.11334461
PWWP2A,-0.064006155,0.180322112
DNAH8,-0.064061631,0.078876147
LINC02878,-0.064062167,0.264020064
COL26A1,-0.064065,0.364602665
ZNF667,-0.06409069,0.262247479
CREG1,-0.064091548,0.637431937
WFS1,-0.064092488,0.248517271
LRRC45,-0.064092512,0.197730803
VSX1,-0.064113452,0.238814955
COMMD4,-0.064132143,0.239859976
HNF4G,-0.064158762,0.158531666
TCP11,-0.064170488,0.200541675
IL5,-0.064207071,0.1674819
LRIG3,-0.064221881,0.349750343
ZWILCH,-0.064223298,0.571285742
PLET1,-0.064243881,0.277208196
LRRIQ3,-0.064257131,0.286933861
FTL,-0.064257381,0.052412452
CALR3,-0.064264845,0.148314471
LECT2,-0.064267952,0.206913734
OR4C12,-0.064272131,0.290833739
KIF3B,-0.064304786,0.109752574
PIGX,-0.064304845,0.51965783
OR52N5,-0.064325131,0.31585354
PRB2,-0.064339333,0.210277345
CYP39A1,-0.064373107,0.080578852
CYP3A5,-0.06438619,0.266862371
STK32B,-0.064414798,0.207643989
OR6V1,-0.064443571,0.333540199
MPPED2,-0.064453655,0.357223043
NEUROD4,-0.064493583,0.324595325
SNORA22,-0.06450469,0.746118188
SEC24B,-0.06455494,0.099972197
ATP8B5P,-0.064569476,0.148612623
ABCB9,-0.064581607,0.216418786
SLC8A2,-0.064613512,0.277536388
LRRC14B,-0.064618488,0.204548631
LOC100127955,-0.064655964,0.327547508
TEX2,-0.064668595,0.360891283
SH3GL3,-0.064677107,0.194129289
PROZ,-0.064702226,0.289739777
CDHR1,-0.064708321,0.241383992
SMPDL3B,-0.064718048,0.402087595
AGR2,-0.06472619,0.18047019
SS18L1,-0.064732607,0.164512961
ADCK5,-0.064757452,0.107282606
LOC100129345,-0.064781321,0.346470723
CMSS1,-0.064845595,0.557010496
SERAC1,-0.064847333,0.47023206
KHSRP,-0.064878286,0.316144271
MTUS2,-0.064912071,0.259202891
LANCL3,-0.064918,0.329614401
PDZD2,-0.06492306,0.224978936
OR2S2,-0.064976702,0.333043761
PCDHB10,-0.06498194,0.17438836
CASQ2,-0.065006298,0.25749575
C9orf40,-0.065015357,0.26853142
